Line;File;Data;Hora;NofClx;medianKHz;avSPL;TrDur_us;midpointICI
5764;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:51:00;63;111;227;319587;783
5765;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:51:00;53;78;56;191176;704
5766;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:51:00;66;112;227;2241379;5540
5767;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:11:00;6;100;178;454545;16572
5768;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:11:00;5;107;162;333333;15390
5769;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:11:00;8;113;121;218750;6028
5770;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:41:00;19;100;186;947368;9541
5771;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:41:00;14;112;292;590909;9062
5772;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:41:00;17;113;341;592592;6482
5773;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:41:00;43;110;170;2470588;11594
5774;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:41:00;34;107;276;1941176;10467
5775;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;49;114;109;277456;1341
5776;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;19;114;162;138461;1291
5777;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;53;99;154;390977;1907
5778;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;8;113;227;67961;1952
5779;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;11;109;130;769230;13233
5780;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;9;65;113;421052;11282
5781;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;12;100;85;523809;9339
5782;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;22;98;186;1105263;11169
5783;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;23;107;227;1000000;8233
5784;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;36;105;235;1458333;8519
5785;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;24;118;93;239583;2061
5786;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;22;100;105;1105263;8417
5787;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:43:00;11;68;113;434782;9266
5788;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;17:44:00;57;105;243;3294117;11181
5789;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:16:00;21;77;89;338983;3298
5790;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:16:00;8;111;113;112903;3134
5791;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:16:00;7;110;89;545454;17030
5792;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;18;108;73;1000000;13507
5793;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;19;100;77;642857;8215
5794;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;8;93;69;259259;7797
5795;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;11;98;73;312500;6133
5796;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;28;98;113;1038461;8287
5797;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;11;55;54;454545;8796
5798;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;11;73;50;370370;8155
5799;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;19;93;81;782608;9076
5800;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;20;106;130;950000;9034
5801;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:17:00;8;107;154;304347;8672
5802;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;22;80;69;512195;4730
5803;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;8;62;58;184210;5102
5804;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;17;62;73;615384;7693
5805;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;10;116;341;692307;13883
5806;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;7;82;203;230769;7021
5807;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;9;69;73;470588;12993
5808;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;19;100;186;1000000;10818
5809;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;22;109;325;1500000;11918
5810;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;9;111;260;421052;10708
5811;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:23:00;9;106;373;888888;24148
5812;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:24:00;22;111;260;954545;8658
5813;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:24:00;10;78;146;450000;9423
5814;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:24:00;12;111;117;1000000;13493
5815;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:24:00;11;108;50;217391;4303
5816;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;11;99;138;714285;15205
5817;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;22;100;48;1000000;9518
5818;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;28;105;50;1285714;10218
5819;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;47;103;93;3538461;15209
5820;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;9;104;243;666666;14641
5821;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;17;105;227;842105;8696
5822;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;31;99;130;1666666;14054
5823;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:25:00;13;98;109;545454;8327
5824;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:26:00;11;111;34;625000;12539
5825;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:26:00;16;110;54;882352;9145
5826;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:26:00;18;103;308;1307692;18518
5827;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;57;107;235;4000000;23297
5828;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;22;108;138;875000;6880
5829;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;44;105;178;2388888;13147
5830;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;19;109;38;947368;10392
5831;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;26;99;162;1000000;7256
5832;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;14;98;89;393939;5517
5833;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;13;103;117;666666;9821
5834;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;25;94;357;585365;4646
5835;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;64;103;341;2250000;9029
5836;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;79;85;251;2294117;4279
5837;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;32;75;60;484375;3093
5838;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;12;62;50;154929;2833
5839;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;49;101;195;1846153;5257
5840;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;63;109;308;2952380;11198
5841;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:27:00;10;62;69;360000;8256
5842;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:28:00;39;111;40;1520000;8288
5843;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:28:00;21;114;42;454545;4326
5844;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:28:00;9;107;38;320000;7583
5845;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:44:00;83;110;211;1123287;3316
5846;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:44:00;37;113;42;166666;941
5847;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:45:00;19;96;195;428571;5087
5848;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:45:00;57;110;276;421052;1382
5849;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:46:00;10;73;69;750000;16890
5850;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:46:00;13;107;46;1000000;14772
5851;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:48:00;36;103;203;448717;2569
5852;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:53:00;9;104;81;320000;8097
5853;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:53:00;10;93;77;321428;7029
5854;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:53:00;6;83;62;200000;8012
5855;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:53:00;11;114;125;322580;6007
5856;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;18:55:00;56;115;65;3235294;11734
5857;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:06:00;12;110;77;392857;6775
5858;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:06:00;13;111;38;200000;2776
5859;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:06:00;10;114;62;500000;12083
5860;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:24:00;87;113;130;1264705;2623
5861;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:32:00;26;109;154;1562500;12558
5862;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:32:00;35;113;260;1307692;5970
5863;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:35:00;13;114;38;266666;4159
5864;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:36:00;30;116;89;192052;1300
5865;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:36:00;27;114;130;204724;1555
5866;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:44:00;22;125;73;116022;1119
5867;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:44:00;14;113;113;84415;1307
5868;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;12;100;117;523809;8619
5869;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;12;110;60;343750;6172
5870;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;20;98;58;633333;6687
5871;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;9;94;69;205128;4232
5872;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;23;87;65;440000;3999
5873;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;12;116;69;314285;5834
5874;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;16;114;73;468750;5357
5875;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;39;99;125;883720;4610
5876;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:52:00;14;109;105;393939;5608
5877;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:53:00;49;115;85;1500000;6181
5878;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;19:53:00;20;114;113;760000;7388
5879;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;14;108;77;419354;6522
5880;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;11;73;50;303030;6188
5881;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;22;107;81;477272;4372
5882;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;13;104;97;214285;3497
5883;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;13;125;65;266666;4442
5884;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;9;103;65;186046;4537
5885;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;18;103;73;515151;4298
5886;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:20:00;13;108;154;363636;5442
5887;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:25:00;24;92;117;560975;4494
5888;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:41:00;70;104;170;298701;872
5889;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:41:00;52;109;211;291428;1141
5890;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;20:50:00;23;110;105;468085;4037
5891;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:00:00;16;121;93;205479;2747
5892;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:00:00;68;116;77;779069;2330
5893;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;26;100;211;735294;6329
5894;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;53;64;56;1209302;3837
5895;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;20;85;195;542857;5889
5896;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;27;51;154;541666;4397
5897;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;157;65;219;3466666;3874
5898;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;37;46;58;692307;3421
5899;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;27;59;170;634146;4891
5900;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;10;115;60;257142;4961
5901;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;59;111;170;1260869;4279
5902;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;37;105;211;642857;3435
5903;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;38;104;125;544117;2966
5904;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:03:00;24;98;219;821428;6138
5905;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:05:00;56;108;373;1964285;7012
5906;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:23:00;8;100;89;175000;4994
5907;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:23:00;15;111;113;350000;4708
5908;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:25:00;59;111;186;816901;2473
5909;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:33:00;129;113;203;766467;1245
5910;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:51:00;41;116;60;235294;1162
5911;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:51:00;63;115;60;387500;1322
5912;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:54:00;36;112;54;522388;3389
5913;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:54:00;46;115;62;562500;2672
5914;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;21:54:00;18;108;69;147826;1712
5915;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:00:00;61;116;81;895522;3064
5916;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:00:00;30;118;125;580000;4056
5917;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:01:00;26;107;170;490196;3869
5918;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:37:00;17;111;186;99378;1214
5919;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:37:00;16;112;146;254237;3268
5920;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:37:00;21;111;146;444444;4163
5921;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;22:37:00;34;63;73;750000;4994
5922;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:00:00;64;107;276;311881;944
5923;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:00:00;25;114;162;311688;2328
5924;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;44;114;81;387387;1726
5925;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;243;113;130;2813953;2148
5926;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;50;108;146;350000;1444
5927;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;31;111;138;217391;1459
5928;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;36;105;130;673076;4042
5929;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:07:00;12;104;101;239130;4239
5930;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:10:00;39;111;130;281481;1450
5931;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:10:00;22;114;125;128048;1162
5932;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;23:10:00;40;112;146;267123;1312
5933;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:35:00;10;112;56;108433;2362
5934;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:35:00;17;105;89;326530;3987
5935;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:35:00;26;110;138;396825;3184
5936;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:35:00;9;110;121;228571;5279
5937;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:49:00;55;109;146;350649;1272
5938;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:49:00;8;111;58;129629;4138
5939;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:51:00;79;105;109;3250000;10896
5940;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:52:00;28;93;89;177631;1308
5941;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:52:00;37;99;219;179104;948
5942;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:52:00;8;111;219;36458;924
5943;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:52:00;211;110;308;1750000;1656
5944;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:58:00;27;111;373;896551;5143
5945;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:58:00;63;112;186;521008;2041
5946;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;00:59:00;31;111;292;400000;2491
5947;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:25:00;106;110;97;644171;947
5948;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:25:00;47;113;146;190082;828
5949;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:25:00;41;113;203;172413;866
5950;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:34:00;35;111;130;492753;3102
5951;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:34:00;5;111;101;142857;7103
5952;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:34:00;22;112;292;954545;7034
5953;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:34:00;9;107;243;222222;5588
5954;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;52;108;243;318750;1301
5955;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;10;104;219;183673;3976
5956;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;15;102;219;368421;5353
5957;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;6;108;77;263157;10430
5958;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;30;121;81;878787;6023
5959;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:35:00;10;96;65;321428;7082
5960;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:47:00;40;112;130;1114285;3677
5961;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;01:47:00;36;110;121;1000000;6856
5962;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;02:27:00;39;110;130;775510;5778
5963;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;02:27:00;24;103;89;479166;3926
5964;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;16;112;146;416666;5696
5965;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;8;111;138;175000;5038
5966;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;17;109;130;444444;5447
5967;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;7;119;65;176470;6284
5968;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;11;110;93;384615;7312
5969;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;14;111;138;406250;5905
5970;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:01:00;8;110;154;212121;5905
5971;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;10;120;58;85714;1962
5972;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;36;100;93;195530;1128
5973;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;8;113;170;45454;1298
5974;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;22;111;146;280000;2691
5975;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;170;99;154;1942528;2051
5976;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;36;111;276;714285;3740
5977;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;18;110;113;586206;7471
5978;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:06:00;9;116;130;275862;6778
5979;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;28;108;121;278350;2049
5980;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;10;115;146;121621;2030
5981;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;10;110;146;108433;2371
5982;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;16;106;125;180722;2384
5983;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;20;112;178;345454;3793
5984;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;24;111;235;377049;3032
5985;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;23;89;138;628571;5629
5986;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;14;109;203;371428;5672
5987;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;9;110;77;347826;9560
5988;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:07:00;20;113;101;513513;5184
5989;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:13:00;110;112;93;664634;1343
5990;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:27:00;17;118;109;695652;9138
5991;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:27:00;12;111;125;423076;7187
5992;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:27:00;17;100;154;390243;4901
5993;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:28:00;15;105;243;518518;6809
5994;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:28:00;12;113;227;366666;6105
5995;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;04:28:00;16;114;243;600000;6386
