Line;File;Data;Hora;NofClx;medianKHz;avSPL;TrDur_us;midpointICI
1;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:25:00;48;76;154;1205128;4196
2;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:25:00;8;60;32;107692;3186
3;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:25:00;14;105;69;245283;3238
4;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:25:00;9;62;69;228571;5567
5;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:25:00;26;104;357;1190476;7812
6;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:26:00;21;116;69;487804;4357
7;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:26:00;10;105;44;391304;5846
8;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;23;111;117;687500;5465
9;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;8;116;54;304347;8273
10;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;36;110;77;1093750;5332
11;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;85;96;81;474576;1033
12;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;27;117;178;333333;3130
13;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;17;105;85;250000;3128
14;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;9;110;138;163265;3925
15;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;29;115;170;756756;5171
16;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:27:00;28;75;138;675000;4867
17;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:28:00;17;103;65;470588;6063
18;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:28:00;9;103;54;186046;4618
19;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:28:00;11;103;81;217391;4439
20;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:30:00;9;78;52;140350;3570
21;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:30:00;52;104;60;1040816;3482
22;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:30:00;12;111;65;268292;4792
23;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:30:00;35;98;42;708333;3665
24;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;8;91;50;205882;5820
25;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;16;93;48;483870;6046
26;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;14;105;44;236363;3641
27;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;21;111;65;416666;3942
28;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;10;109;105;183673;3942
29;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;162;111;109;2981481;3333
30;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:32:00;9;105;101;125000;3158
31;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;12;91;50;215686;3988
32;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;8;98;48;179487;5102
33;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;8;103;46;233333;6871
34;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;15;68;105;700000;9636
35;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;14;74;81;650000;9954
36;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;14;77;60;650000;9948
37;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;18;66;85;772727;9549
38;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;11;78;105;555555;9199
39;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;15;115;235;451612;5964
40;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;83;118;227;2645161;6661
41;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;12;118;25;647058;13009
42;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:33:00;9;100;36;59701;1504
43;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;10;107;36;333333;7168
44;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;17;98;97;695652;9552
45;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;15;111;52;451612;6579
46;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;11;91;260;370370;6183
47;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;19;116;211;1200000;10305
48;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;8;102;146;194444;5489
49;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;6;98;44;161290;6296
50;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;7;62;235;333333;11878
51;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;37;106;130;1894736;11500
52;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;22;112;125;233333;2294
53;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:34:00;5;110;24;133333;6481
54;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:35:00;10;111;48;450000;7853
55;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:35:00;8;113;77;194444;5306
56;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:36:00;11;113;50;256410;4835
57;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:36:00;11;111;89;285714;5364
58;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:36:00;17;83;121;421052;4888
59;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:36:00;5;110;44;129032;6125
60;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:36:00;36;105;52;897435;4456
61;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;15;101;81;583333;8316
62;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;24;105;69;696969;5174
63;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;17;62;44;666666;7844
64;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;41;98;292;1111111;5532
65;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;8;108;260;212121;5991
66;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;13;114;211;375000;6825
67;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:37:00;20;114;146;633333;6265
68;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;15;95;73;777777;7962
69;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;11;71;65;227272;4817
70;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;18;98;65;500000;5633
71;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;20;107;211;655172;7098
72;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;8;105;117;233333;6533
73;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;24;113;109;425925;3466
74;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;9;62;101;320000;8676
75;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;8;74;89;500000;13892
76;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;12;116;235;846153;13933
77;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;79;62;85;4588235;16165
78;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;13;63;52;705882;10629
79;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;32;103;121;1192307;6562
80;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;9;118;162;307692;8355
81;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;11;102;243;344827;6509
82;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;9;53;40;285714;6268
83;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;14;119;44;565217;7445
84;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;10;71;38;310344;6010
85;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;7;115;44;230769;8079
86;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;10;114;42;391304;7377
87;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;25;107;113;727272;6186
88;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;9;108;186;210526;5341
89;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;16;108;62;714285;9617
90;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;25;95;65;600000;3906
91;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:38:00;21;113;243;588235;5001
92;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;34;93;65;492537;2570
93;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;143;101;85;2151515;2330
94;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;18;62;58;531250;5876
95;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;15;89;162;777777;11347
96;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;13;103;357;461538;7759
97;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;19;68;178;857142;9826
98;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:39:00;34;64;195;1064516;5343
99;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;58;108;101;2280000;9640
100;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;62;112;227;2440000;8995
101;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;83;113;243;2827586;6036
102;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;7;116;73;171428;5586
103;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;53;113;211;1793103;8611
104;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;9;114;406;140350;3310
105;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;18;124;341;447368;5389
106;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;25;117;260;648648;5590
107;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;46;109;211;1451612;6479
108;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;25;98;195;545454;4511
109;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;117;111;292;2521739;4619
110;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;93;109;292;2421052;7397
111;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:40:00;44;118;40;716666;6065
112;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;16;108;203;789473;6442
113;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;85;109;235;2400000;6806
114;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;44;118;109;651515;2799
115;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;29;114;170;608695;4296
116;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;28;107;50;551020;4214
117;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;129;116;62;1620253;2177
118;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;10;111;50;109756;2320
119;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;9;49;52;266666;5686
120;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;65;108;243;3368421;6642
121;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;8;107;373;291666;8107
122;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;25;51;130;1043478;8714
123;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;14;106;146;228070;3405
124;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;24;114;260;469387;4111
125;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;26;100;69;581395;4496
126;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;8;116;30;225806;5900
127;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;97;103;93;1600000;3658
128;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;22;99;36;368421;3240
129;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;22;103;178;175000;1620
130;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;10;85;62;60000;1339
131;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;16;110;89;87719;1185
132;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;32;110;52;180232;1072
133;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:41:00;126;113;113;781250;1207
134;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;11;95;97;370370;7098
135;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;7;110;109;230769;7713
136;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;34;103;121;550000;3244
137;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;11;110;203;277777;4364
138;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;8;87;56;148936;4303
139;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;16;109;58;217391;2769
140;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;8;114;58;107692;3067
141;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;10;61;34;176470;4107
142;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;21;109;138;322580;3123
143;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;80;80;186;503184;1253
144;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:42:00;26;110;125;757575;6023
145;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;21;109;125;606060;5862
146;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;14;108;109;393939;5447
147;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;11;115;130;277777;5394
148;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;8;114;113;466666;14218
149;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;15;109;146;400000;5810
150;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;106;110;154;2386363;5019
151;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;9;111;325;228571;6424
152;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;19;116;186;514285;5363
153;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;17;116;162;666666;6839
154;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;8;114;130;333333;9079
155;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;12;109;46;392857;6335
156;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;14;63;50;178082;2751
157;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;13;114;32;260869;3734
158;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;8;108;48;111111;3262
159;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;33;107;50;941176;5282
160;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;13;69;52;545454;9281
161;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;14;95;93;393939;5517
162;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;15;117;113;933333;12567
163;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:43:00;38;98;81;948717;4970
164;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;5;105;89;129032;6488
165;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;24;108;130;605263;5169
166;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;21;98;40;666666;7797
167;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;31;105;117;882352;4824
168;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;26;113;113;862068;5545
169;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;16;103;89;384615;5581
170;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;28;114;113;692307;5541
171;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;11;109;154;250000;4919
172;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;68;109;203;1763157;4619
173;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;41;116;117;909090;4289
174;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;11;115;154;243902;4686
175;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;16;113;97;340909;4472
176;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;20;99;93;339285;3492
177;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:44:00;10;112;30;52631;1160
178;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:45:00;6;78;125;217391;8317
179;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:45:00;24;96;130;1095238;9454
180;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:45:00;6;89;81;277777;11450
181;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;7;95;50;214285;6759
182;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;17;106;211;421052;5561
183;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;64;104;276;1657894;4612
184;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;64;111;89;1188679;3777
185;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;119;105;142857;3450
186;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;43;102;113;1024390;4860
187;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;28;102;162;675000;9760
188;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;8;98;203;184210;5361
189;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;98;203;195121;4786
190;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;12;85;219;268292;4707
191;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;66;98;251;1250000;4191
192;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;6;114;260;151515;3675
193;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;43;105;235;823529;3776
194;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;68;117;181818;4557
195;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;8;107;65;137254;3963
196;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;22;109;81;466666;4242
197;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;8;118;113;318181;9186
198;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;13;91;260;600000;9526
199;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;7;114;34;133333;4954
200;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;30;115;101;1000000;7399
201;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;16;125;154;535714;6638
202;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;75;115;357;2740740;8653
203;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;93;93;275862;6295
204;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;91;111;406;2903225;6286
205;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;108;89;258064;6913
206;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;79;83;243;1322033;3404
207;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;9;98;50;111111;2716
208;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;15;106;195;636363;9354
209;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;66;99;260;1226415;3801
210;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;10;114;292;290322;5689
211;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;50;72;276;765625;3248
212;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:46:00;12;52;34;229166;3553
213;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:47:00;16;101;260;384615;4423
214;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;04/08/2024;17:47:00;21;108;203;714285;6641
